loop_id,loop_chr,loop_start,loop_end,chr1,start1,end1,chr2,start2,end2
17647,chr6,149942500,150817500,chr6,149942500,149947500,chr6,150812500,150817500
6404,chr7,44582500,45127500,chr7,44582500,44587500,chr7,45122500,45127500
26615,chr7,44852500,45137500,chr7,44852500,44857500,chr7,45132500,45137500
26616,chr7,44985000,45120000,chr7,44985000,44990000,chr7,45115000,45120000
32165,chr7,51412500,55607500,chr7,51412500,51417500,chr7,55602500,55607500
14015,chr7,54760000,55375000,chr7,54760000,54765000,chr7,55370000,55375000
17749,chr7,54762500,55427500,chr7,54762500,54767500,chr7,55422500,55427500
26645,chr7,54770000,55265000,chr7,54770000,54775000,chr7,55260000,55265000
6426,chr7,54772500,55267500,chr7,54772500,54777500,chr7,55262500,55267500
26646,chr7,54772500,55417500,chr7,54772500,54777500,chr7,55412500,55417500
26647,chr7,54780000,55070000,chr7,54780000,54785000,chr7,55065000,55070000
14017,chr7,54780000,55085000,chr7,54780000,54785000,chr7,55080000,55085000
26649,chr7,54840000,55060000,chr7,54840000,54845000,chr7,55055000,55060000
26650,chr7,54840000,55255000,chr7,54840000,54845000,chr7,55250000,55255000
14018,chr7,54850000,55260000,chr7,54850000,54855000,chr7,55255000,55260000
30967,chr7,54862500,55247500,chr7,54862500,54867500,chr7,55242500,55247500
17750,chr7,54875000,55260000,chr7,54875000,54880000,chr7,55255000,55260000
14019,chr7,54955000,55250000,chr7,54955000,54960000,chr7,55245000,55250000
17751,chr7,55042500,55247500,chr7,55042500,55047500,chr7,55242500,55247500
30968,chr7,55070000,55135000,chr7,55070000,55075000,chr7,55130000,55135000
6427,chr7,55075000,55135000,chr7,55075000,55080000,chr7,55130000,55135000
30982,chr7,73862500,74397500,chr7,73862500,73867500,chr7,74392500,74397500
6439,chr7,74202500,74397500,chr7,74202500,74207500,chr7,74392500,74397500
17765,chr7,75642500,75757500,chr7,75642500,75647500,chr7,75752500,75757500
14027,chr7,75680000,75730000,chr7,75680000,75685000,chr7,75725000,75730000
6440,chr7,75872500,76007500,chr7,75872500,75877500,chr7,76002500,76007500
6441,chr7,76172500,76317500,chr7,76172500,76177500,chr7,76312500,76317500
30987,chr7,76175000,76315000,chr7,76175000,76180000,chr7,76310000,76315000
31020,chr7,98292500,98847500,chr7,98292500,98297500,chr7,98842500,98847500
14093,chr7,98302500,98847500,chr7,98302500,98307500,chr7,98842500,98847500
6504,chr7,98430000,98745000,chr7,98430000,98435000,chr7,98740000,98745000
26731,chr7,98430000,98845000,chr7,98430000,98435000,chr7,98840000,98845000
31021,chr7,98432500,98747500,chr7,98432500,98437500,chr7,98742500,98747500
6505,chr7,98432500,98837500,chr7,98432500,98437500,chr7,98832500,98837500
26825,chr7,130062500,130747500,chr7,130062500,130067500,chr7,130742500,130747500
26826,chr7,130062500,130827500,chr7,130062500,130067500,chr7,130822500,130827500
26827,chr7,130072500,130697500,chr7,130072500,130077500,chr7,130692500,130697500
31065,chr7,130072500,130727500,chr7,130072500,130077500,chr7,130722500,130727500
14178,chr7,130072500,130747500,chr7,130072500,130077500,chr7,130742500,130747500
14179,chr7,130072500,130827500,chr7,130072500,130077500,chr7,130822500,130827500
6597,chr7,130240000,130565000,chr7,130240000,130245000,chr7,130560000,130565000
14180,chr7,130240000,130760000,chr7,130240000,130245000,chr7,130755000,130760000
6598,chr7,130242500,130717500,chr7,130242500,130247500,chr7,130712500,130717500
6604,chr7,131502500,131657500,chr7,131502500,131507500,chr7,131652500,131657500
17840,chr7,131555000,131655000,chr7,131555000,131560000,chr7,131650000,131655000
14221,chr7,149002500,149087500,chr7,149002500,149007500,chr7,149082500,149087500
26882,chr7,149282500,149777500,chr7,149282500,149287500,chr7,149772500,149777500
31082,chr7,149310000,149500000,chr7,149310000,149315000,chr7,149495000,149500000
27000,chr8,27312500,27597500,chr8,27312500,27317500,chr8,27592500,27597500
17905,chr8,27462500,27597500,chr8,27462500,27467500,chr8,27592500,27597500
27002,chr8,27462500,27757500,chr8,27462500,27467500,chr8,27752500,27757500
27004,chr8,27602500,27737500,chr8,27602500,27607500,chr8,27732500,27737500
6738,chr8,27610000,27735000,chr8,27610000,27615000,chr8,27730000,27735000
6739,chr8,27610000,27770000,chr8,27610000,27615000,chr8,27765000,27770000
17906,chr8,27612500,27757500,chr8,27612500,27617500,chr8,27752500,27757500
27005,chr8,27612500,27767500,chr8,27612500,27617500,chr8,27762500,27767500
6798,chr8,51662500,52007500,chr8,51662500,51667500,chr8,52002500,52007500
17932,chr8,51852500,52007500,chr8,51852500,51857500,chr8,52002500,52007500
27074,chr8,51852500,52017500,chr8,51852500,51857500,chr8,52012500,52017500
14455,chr8,94802500,95257500,chr8,94802500,94807500,chr8,95252500,95257500
6897,chr8,94810000,95020000,chr8,94810000,94815000,chr8,95015000,95020000
32208,chr8,94812500,95027500,chr8,94812500,94817500,chr8,95022500,95027500
14456,chr8,94812500,95167500,chr8,94812500,94817500,chr8,95162500,95167500
27192,chr8,94812500,95257500,chr8,94812500,94817500,chr8,95252500,95257500
14457,chr8,94822500,94897500,chr8,94822500,94827500,chr8,94892500,94897500
14458,chr8,94892500,95257500,chr8,94892500,94897500,chr8,95252500,95257500
27271,chr8,118742500,119437500,chr8,118742500,118747500,chr8,119432500,119437500
14531,chr8,118752500,119437500,chr8,118752500,118757500,chr8,119432500,119437500
27273,chr8,119072500,119437500,chr8,119072500,119077500,chr8,119432500,119437500
14533,chr8,119090000,119425000,chr8,119090000,119095000,chr8,119420000,119425000
27276,chr8,119252500,119417500,chr8,119252500,119257500,chr8,119412500,119417500
27277,chr8,119255000,119435000,chr8,119255000,119260000,chr8,119430000,119435000
6968,chr8,119260000,119425000,chr8,119260000,119265000,chr8,119420000,119425000
6969,chr8,119262500,119437500,chr8,119262500,119267500,chr8,119432500,119437500
27297,chr8,122670000,123020000,chr8,122670000,122675000,chr8,123015000,123020000
31234,chr8,122670000,123065000,chr8,122670000,122675000,chr8,123060000,123065000
6980,chr8,122670000,123155000,chr8,122670000,122675000,chr8,123150000,123155000
31235,chr8,122672500,123147500,chr8,122672500,122677500,chr8,123142500,123147500
14553,chr8,122675000,123225000,chr8,122675000,122680000,chr8,123220000,123225000
27298,chr8,122725000,123030000,chr8,122725000,122730000,chr8,123025000,123030000
6981,chr8,122730000,123025000,chr8,122730000,122735000,chr8,123020000,123025000
6982,chr8,122730000,123160000,chr8,122730000,122735000,chr8,123155000,123160000
32213,chr8,122735000,123065000,chr8,122735000,122740000,chr8,123060000,123065000
31236,chr8,122735000,123155000,chr8,122735000,122740000,chr8,123150000,123155000
18027,chr9,2132500,2837500,chr9,2132500,2137500,chr9,2832500,2837500
7043,chr9,2272500,3817500,chr9,2272500,2277500,chr9,3812500,3817500
32230,chr9,33582500,38557500,chr9,33582500,33587500,chr9,38552500,38557500
18989,chr9,33592500,38547500,chr9,33592500,33597500,chr9,38542500,38547500
27455,chr9,35605000,35735000,chr9,35605000,35610000,chr9,35730000,35735000
14711,chr9,35645000,35830000,chr9,35645000,35650000,chr9,35825000,35830000
7106,chr9,35655000,35735000,chr9,35655000,35660000,chr9,35730000,35735000
27456,chr9,35662500,35737500,chr9,35662500,35667500,chr9,35732500,35737500
14777,chr9,83212500,83587500,chr9,83212500,83217500,chr9,83582500,83587500
14778,chr9,83330000,83595000,chr9,83330000,83335000,chr9,83590000,83595000
27530,chr9,83330000,83605000,chr9,83330000,83335000,chr9,83600000,83605000
27531,chr9,83332500,83557500,chr9,83332500,83337500,chr9,83552500,83557500
18071,chr9,83342500,83547500,chr9,83342500,83347500,chr9,83542500,83547500
7156,chr9,83622500,83917500,chr9,83622500,83627500,chr9,83912500,83917500
27532,chr9,83832500,83917500,chr9,83832500,83837500,chr9,83912500,83917500
18998,chr9,83832500,84317500,chr9,83832500,83837500,chr9,84312500,84317500
7157,chr9,83835000,84265000,chr9,83835000,83840000,chr9,84260000,84265000
7158,chr9,83840000,83915000,chr9,83840000,83845000,chr9,83910000,83915000
32235,chr9,83842500,84267500,chr9,83842500,83847500,chr9,84262500,84267500
7159,chr9,83882500,85847500,chr9,83882500,83887500,chr9,85842500,85847500
7205,chr9,99172500,100217500,chr9,99172500,99177500,chr9,100212500,100217500
7206,chr9,99172500,100327500,chr9,99172500,99177500,chr9,100322500,100327500
31351,chr9,99172500,100597500,chr9,99172500,99177500,chr9,100592500,100597500
27601,chr9,99182500,100007500,chr9,99182500,99187500,chr9,100002500,100007500
14857,chr9,99182500,100017500,chr9,99182500,99187500,chr9,100012500,100017500
14858,chr9,99182500,100597500,chr9,99182500,99187500,chr9,100592500,100597500
14859,chr9,99185000,100325000,chr9,99185000,99190000,chr9,100320000,100325000
14861,chr9,99252500,100007500,chr9,99252500,99257500,chr9,100002500,100007500
31352,chr9,99272500,100007500,chr9,99272500,99277500,chr9,100002500,100007500
14862,chr9,99272500,100017500,chr9,99272500,99277500,chr9,100012500,100017500
27602,chr9,99792500,100017500,chr9,99792500,99797500,chr9,100012500,100017500
14863,chr9,99802500,100017500,chr9,99802500,99807500,chr9,100012500,100017500
18092,chr9,99822500,99907500,chr9,99822500,99827500,chr9,99902500,99907500
27617,chr9,105795000,106945000,chr9,105795000,105800000,chr9,106940000,106945000
27618,chr9,105832500,107167500,chr9,105832500,105837500,chr9,107162500,107167500
7223,chr9,105840000,107175000,chr9,105840000,105845000,chr9,107170000,107175000
14881,chr9,108852500,109517500,chr9,108852500,108857500,chr9,109512500,109517500
14884,chr9,109185000,109520000,chr9,109185000,109190000,chr9,109515000,109520000
14886,chr9,109422500,109517500,chr9,109422500,109427500,chr9,109512500,109517500
27627,chr9,109432500,109517500,chr9,109432500,109437500,chr9,109512500,109517500
14888,chr9,109562500,109647500,chr9,109562500,109567500,chr9,109642500,109647500
27628,chr9,109562500,109657500,chr9,109562500,109567500,chr9,109652500,109657500
14887,chr9,109562500,109817500,chr9,109562500,109567500,chr9,109812500,109817500
31369,chr9,109562500,109887500,chr9,109562500,109567500,chr9,109882500,109887500
7230,chr9,109562500,110147500,chr9,109562500,109567500,chr9,110142500,110147500
7231,chr9,109570000,109890000,chr9,109570000,109575000,chr9,109885000,109890000
27629,chr9,109570000,110155000,chr9,109570000,109575000,chr9,110150000,110155000
31370,chr9,109572500,109817500,chr9,109572500,109577500,chr9,109812500,109817500
14889,chr9,109572500,109837500,chr9,109572500,109577500,chr9,109832500,109837500
27630,chr9,109575000,109890000,chr9,109575000,109580000,chr9,109885000,109890000
14890,chr9,109662500,109827500,chr9,109662500,109667500,chr9,109822500,109827500
27631,chr9,109702500,109827500,chr9,109702500,109707500,chr9,109822500,109827500
27633,chr9,109900000,110060000,chr9,109900000,109905000,chr9,110055000,110060000
27632,chr9,109900000,110155000,chr9,109900000,109905000,chr9,110150000,110155000
14892,chr9,109900000,110630000,chr9,109900000,109905000,chr9,110625000,110630000
14891,chr9,109902500,110047500,chr9,109902500,109907500,chr9,110042500,110047500
7232,chr9,109902500,110157500,chr9,109902500,109907500,chr9,110152500,110157500
7249,chr9,114672500,115527500,chr9,114672500,114677500,chr9,115522500,115527500
7251,chr9,114735000,115535000,chr9,114735000,114740000,chr9,115530000,115535000
27656,chr9,114742500,115527500,chr9,114742500,114747500,chr9,115522500,115527500
14918,chr9,114910000,115525000,chr9,114910000,114915000,chr9,115520000,115525000
27658,chr9,114922500,115527500,chr9,114922500,114927500,chr9,115522500,115527500
14919,chr9,114932500,115537500,chr9,114932500,114937500,chr9,115532500,115537500
14920,chr9,115012500,115527500,chr9,115012500,115017500,chr9,115522500,115527500
27659,chr9,115022500,115527500,chr9,115022500,115027500,chr9,115522500,115527500
18108,chr9,115112500,115517500,chr9,115112500,115117500,chr9,115512500,115517500
27692,chr9,124772500,125377500,chr9,124772500,124777500,chr9,125372500,125377500
18114,chr9,124782500,125377500,chr9,124782500,124787500,chr9,125372500,125377500
7288,chr9,124862500,125377500,chr9,124862500,124867500,chr9,125372500,125377500
27694,chr9,124940000,125385000,chr9,124940000,124945000,chr9,125380000,125385000
14941,chr9,125132500,125377500,chr9,125132500,125137500,chr9,125372500,125377500
18131,chr9,136332500,136647500,chr9,136332500,136337500,chr9,136642500,136647500
7325,chr9,136492500,136637500,chr9,136492500,136497500,chr9,136632500,136637500
7326,chr9,136782500,137037500,chr9,136782500,136787500,chr9,137032500,137037500
31440,chrX,37502500,38177500,chrX,37502500,37507500,chrX,38172500,38177500
18150,chrX,37512500,38177500,chrX,37512500,37517500,chrX,38172500,38177500
7360,chrX,37742500,38177500,chrX,37742500,37747500,chrX,38172500,38177500
18151,chrX,37922500,38167500,chrX,37922500,37927500,chrX,38162500,38167500
27757,chrX,37932500,38167500,chrX,37932500,37937500,chrX,38162500,38167500
27758,chrX,38190000,38335000,chrX,38190000,38195000,chrX,38330000,38335000
15011,chrX,38202500,38327500,chrX,38202500,38207500,chrX,38322500,38327500
27773,chrX,51615000,52250000,chrX,51615000,51620000,chrX,52245000,52250000
7377,chrX,51622500,52247500,chrX,51622500,51627500,chrX,52242500,52247500
7400,chrX,74380000,74460000,chrX,74380000,74385000,chrX,74455000,74460000
27790,chrX,74382500,74547500,chrX,74382500,74387500,chrX,74542500,74547500
7401,chrX,74385000,74545000,chrX,74385000,74390000,chrX,74540000,74545000
31462,chrX,101422500,101807500,chrX,101422500,101427500,chrX,101802500,101807500
15087,chrX,136022500,136697500,chrX,136022500,136027500,chrX,136692500,136697500
27856,chrX,136582500,136697500,chrX,136582500,136587500,chrX,136692500,136697500
7437,chrX,136702500,136927500,chrX,136702500,136707500,chrX,136922500,136927500
27857,chrX,136710000,136920000,chrX,136710000,136715000,chrX,136915000,136920000
15092,chrX,152830000,152875000,chrX,152830000,152835000,chrX,152870000,152875000
18211,chrX,152952500,153657500,chrX,152952500,152957500,chrX,153652500,153657500
27864,chrX,152960000,153045000,chrX,152960000,152965000,chrX,153040000,153045000
