chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness	pvalue_added	Stripiness_added	O_Mean_added	O_Sum_added	O/E_Mean_added	O/E_Total_added
chr7	45001	65000	chr7	45001	315000	270000	20000	13.787037037037036	95.0%	0.0335	-0.0850038815999921	0.036	-0.08500388159999211	13.787037037037036	2978	0.9995880332490509	863.64406072718
chr18	11505001	11530000	chr18	11200001	11530000	330000	25000	13.624242424242423	97.0%	0.0615	-0.0850794874065174	0.0625	-0.08507948740651744	13.624242424242425	4496	2.063938511028788	3405.4985431975
chr7	54295001	54310000	chr7	53955001	54310000	355000	15000	11.176190476190476	95.0%	0.088	-0.0905772551212811	0.09	-0.0905772551212811	11.018779342723004	2347	1.4509419134129347	927.1518826708652
chr1	8010001	8035000	chr1	8010001	8345000	335000	25000	23.05074626865672	95.0%	0.015	-0.0935025110696718	0.016	-0.0935025110696718	23.050746268656717	7722	4.038664180724919	6764.76250271424
chr16	105001	125000	chr16	105001	360000	255000	20000	17.426470588235293	97.0%	0.075	-0.0937067210156118	0.08	-0.09370672101561188	17.426470588235293	3555	2.0116398390113446	1641.4981086332573
chr12	14960001	14995000	chr12	14815001	14995000	180000	35000	28.234126984126984	97.0%	0.05	-0.0944018499858631	0.055	-0.0944018499858631	28.234126984126984	7115	2.3125278488366927	4079.299125347926
chr6	28115001	28140000	chr6	28115001	28390000	275000	25000	17.16	97.0%	0.09	-0.0982512599614093	0.097	-0.09825125996140939	17.16	4719	1.7409971481378737	2393.8710786895763
chr2	224985001	225005000	chr2	224575001	225005000	430000	20000	12.232558139534884	95.0%	0.067	-0.0991321190208138	0.07	-0.0991321190208138	12.232558139534884	4208	1.5493756261380467	2131.940861565952
chr20	45305001	45330000	chr20	45305001	45590000	285000	25000	14.361403508771929	95.0%	0.089	-0.1023812474428648	0.096	-0.10238124744286485	14.36140350877193	4093	1.722787455201307	2454.9721236618625
chr3	141725001	141745000	chr3	141725001	141950000	225000	20000	18.52777777777778	98.0%	0.091	-0.1065440782563106	0.098	-0.10654407825631065	18.52777777777778	3335	1.3525499034434256	973.8359304792664
chr2	218290001	218315000	chr2	218290001	218695000	405000	25000	12.407407407407408	95.0%	0.078	-0.1073975236646105	0.079	-0.10739752366461053	12.407407407407407	5025	1.3499021015187886	2733.551755575547
chr9	77635001	77660000	chr9	77435001	77660000	225000	25000	20.315555555555555	95.0%	0.081	-0.1075700971682149	0.088	-0.10757009716821496	20.315555555555555	4571	2.282252442098674	2567.533997361008
chr6	128515001	128535000	chr6	128515001	128725000	210000	20000	22.11309523809524	97.0%	0.089	-0.1076128470832511	0.097	-0.10761284708325113	22.113095238095237	3715	1.893041516407962	1272.1238990261504
chr11	5725001	5750000	chr11	5725001	6065000	340000	25000	18.423529411764708	95.0%	0.0844999999999999	-0.1078835987875933	0.09	-0.10788359878759338	18.423529411764704	6264	1.4500388442080796	2465.0660351537354
chr17	44520001	44545000	chr17	44520001	44680000	160000	25000	24.40625	95.0%	0.024	-0.1117265072843249	0.028	-0.1117265072843249	24.40625	3905	1.9617593138023943	1569.4074510419155
chr7	143220001	143240000	chr7	143220001	143490000	270000	20000	17.699074074074073	95.0%	0.033	-0.1120968092102132	0.036000000000000004	-0.11209680921021326	17.699074074074073	3823	1.654295398817658	1429.3112245784566
chr7	29625001	29645000	chr7	29625001	29800000	175000	20000	22.02142857142857	96.0%	0.078	-0.1141492081475011	0.083	-0.11414920814750117	22.021428571428572	3083	1.2006874032621677	672.3849458268139
chr6	117335001	117360000	chr6	117335001	117715000	380000	25000	12.552631578947368	96.0%	0.0685	-0.1170671891751811	0.07150000000000001	-0.11706718917518111	12.552631578947368	4770	1.9319074201818311	3670.624098345479
chr2	181040001	181060000	chr2	180175001	181060000	885000	20000	6.88135593220339	95.0%	0.068	-0.1178016024808502	0.073	-0.11780160248085028	6.88135593220339	4872	2.7487109766141553	7784.349485771288
chr11	63375001	63400000	chr11	63135001	63400000	265000	25000	17.381132075471697	95.0%	0.087	-0.1249998302190837	0.09	-0.12499983021908374	17.381132075471697	4606	1.5412250487683232	2042.1231896180284
chr6	145870001	145895000	chr6	145725001	145895000	170000	25000	24.6	95.0%	0.096	-0.1250421940217678	0.10450000000000001	-0.12504219402176783	24.6	4182	1.3672039269089966	1162.1233378726472
chr11	120150001	120180000	chr11	120150001	120295000	145000	30000	28.11494252873563	96.0%	0.028	-0.1250762987568218	0.032	-0.12507629875682183	28.114942528735632	4892	1.413445959177882	1475.637581381709
chr3	107665001	107685000	chr3	107665001	107970000	305000	20000	14.418032786885243	96.0%	0.076	-0.1266552110612858	0.083	-0.1266552110612858	14.418032786885245	3518	1.364554522928263	1331.8052143779846
chr1	235405001	235425000	chr1	235095001	235425000	330000	20000	13.818181818181818	95.0%	0.0475	-0.1268334314725311	0.0495	-0.12683343147253118	13.818181818181818	3648	2.5243828134688817	2665.748251023139
chr11	2175001	2195000	chr11	2175001	2425000	250000	20000	22.7	96.0%	0.0185	-0.1275012057869868	0.019	-0.12750120578698687	22.7	4540	2.131293755272621	1705.0350042180971
chr1	212070001	212090000	chr1	212070001	212365000	295000	20000	17.79237288135593	95.0%	0.073	-0.1311122133586406	0.076	-0.13111221335864068	17.79237288135593	4199	2.748816357186457	2594.8826411840155
chr9	127585001	127615000	chr9	127585001	127920000	335000	30000	13.54726368159204	96.0%	0.088	-0.1319635411254608	0.094	-0.13196354112546085	13.54726368159204	5446	1.8881147249386623	4554.132716552053
chr2	45920001	45945000	chr2	45525001	45945000	420000	25000	17.63095238095238	97.0%	0.0829999999999999	-0.1367970726451388	0.0875	-0.13679707264513885	17.63095238095238	7405	2.4599358759003795	5165.865339390797
chr2	200700001	200725000	chr2	200700001	200905000	205000	25000	22.71219512195122	97.0%	0.098	-0.136833678360306	0.106	-0.13683367836030602	22.71219512195122	4656	1.4846606420537287	1521.777158105072
chr4	142350001	142370000	chr4	142350001	142765000	415000	20000	12.686746987951809	97.0%	0.094	-0.1374835152333829	0.098	-0.13748351523338292	12.686746987951807	4212	2.132128297991931	2831.466379733284
chr18	41890001	41910000	chr18	41350001	41910000	560000	20000	9.96875	95.0%	0.082	-0.1392725803781955	0.08499999999999999	-0.1392725803781955	9.96875	4466	2.275193344641456	4077.1464735974896
chr5	38785001	38805000	chr5	38510001	38805000	295000	20000	16.093220338983052	95.0%	0.095	-0.1402537821529886	0.104	-0.14025378215298862	16.093220338983052	3798	1.7386311526946845	1641.267808143782
chr2	223940001	223960000	chr2	223670001	223960000	290000	20000	14.758620689655173	95.0%	0.0849999999999999	-0.1403023900826864	0.0885	-0.14030239008268647	14.758620689655173	3424	1.3708626714219234	1272.160559079545
chr6	137980001	138000000	chr6	137980001	138460000	480000	20000	9.791666666666666	95.0%	0.0815	-0.1436517794507765	0.088	-0.14365177945077653	9.791666666666666	3760	1.4323210923291974	2200.045197817647
chr5	148105001	148125000	chr5	147850001	148125000	275000	20000	18.695454545454545	98.0%	0.042	-0.1504841810356974	0.044	-0.1504841810356974	18.695454545454545	4113	2.3716998539826926	2087.0958715047695
chr5	16475001	16495000	chr5	16475001	16820000	345000	20000	13.543478260869565	95.0%	0.09	-0.1505198708866089	0.094	-0.1505198708866089	13.543478260869565	3738	1.5687510379405907	1731.901145886412
chr3	66125001	66145000	chr3	65785001	66145000	360000	20000	13.166666666666666	95.0%	0.0865	-0.1531441513909757	0.0925	-0.15314415139097573	13.166666666666666	3792	1.821748252517428	2098.653986900077
chr3	61550001	61570000	chr3	61550001	61920000	370000	20000	11.47635135135135	95.0%	0.0955	-0.1531818068468182	0.1005	-0.1531818068468182	11.47635135135135	3397	1.5361952804572432	1818.855212061376
chr14	55715001	55735000	chr14	55715001	56480000	765000	20000	7.308823529411764	96.0%	0.052	-0.1534805286017168	0.056	-0.15348052860171688	7.3088235294117645	4473	3.948897139304034	9666.900197016275
chr12	107385001	107415000	chr12	107135001	107415000	280000	30000	17.053571428571427	95.0%	0.0569999999999999	-0.155428364060861	0.059	-0.15542836406086105	17.053571428571427	5730	1.7502748331928655	3528.554063716817
chr1	169705001	169725000	chr1	169565001	169725000	160000	20000	26.8125	97.0%	0.0335	-0.1571490031586079	0.0375	-0.15714900315860794	26.8125	3432	1.9324514331151907	989.4151337549777
chr1	223050001	223075000	chr1	222810001	223075000	265000	25000	18.15471698113208	96.0%	0.095	-0.1577576404609985	0.095	-0.15775764046099855	18.154716981132076	4811	1.7817319090393546	2360.794779477145
chr13	52115001	52135000	chr13	51850001	52135000	285000	20000	15.013157894736842	97.0%	0.051	-0.1579530420518083	0.052	-0.15795304205180838	15.013157894736842	3423	2.2975300914419	2095.3474433950128
chr14	22645001	22665000	chr14	22645001	22860000	215000	20000	20.41860465116279	95.0%	0.092	-0.1626084703564476	0.099	-0.16260847035644763	20.41860465116279	3512	1.9334902222012593	1330.2412728744664
chr10	125855001	125880000	chr10	125855001	126115000	260000	25000	16.015384615384615	95.0%	0.048	-0.1638604770817966	0.049	-0.16386047708179666	16.015384615384615	4164	1.176711712484778	1529.7252262302113
chr3	193765001	193785000	chr3	193765001	194265000	500000	20000	10.4925	97.0%	0.0505	-0.1728857670976497	0.0555	-0.17288576709764977	10.4925	4197	2.469505230630215	3951.2083690083446
chr7	5460001	5475000	chr7	5155001	5475000	320000	15000	12.583333333333334	95.0%	0.093	-0.1737981375140277	0.0995	-0.1737981375140277	12.583333333333334	2416	1.392402561422499	802.0238753793594
chr12	55730001	55750000	chr12	55730001	56135000	405000	20000	10.74074074074074	96.0%	0.079	-0.1800462599694197	0.085	-0.1800462599694197	10.74074074074074	3480	1.4809386084438858	1919.296436543276
chr1	40750001	40775000	chr1	40590001	40775000	185000	25000	24.27027027027027	96.0%	0.089	-0.1858161346443822	0.097	-0.18581613464438226	24.27027027027027	4490	1.5088289854733892	1395.666811562885
chr1	181190001	181210000	chr1	181190001	181540000	350000	20000	13.132142857142858	95.0%	0.0975	-0.1864643459580423	0.10250000000000001	-0.1864643459580423	13.132142857142858	3677	2.0085798721445824	2249.6094568019325
chr10	99535001	99555000	chr10	99430001	99555000	125000	20000	31.82	98.0%	0.033	-0.194670703005538	0.037	-0.194670703005538	31.82	3182	1.8271978672151283	730.8791468860513
chr15	78105001	78130000	chr15	78105001	78250000	145000	25000	26.772413793103446	97.0%	0.035	-0.1955570670865583	0.037	-0.19555706708655834	26.77241379310345	3882	2.2349675412271184	1620.3514673896607
chr12	123035001	123065000	chr12	123035001	123245000	210000	30000	22.607142857142858	96.0%	0.073	-0.1973036445290404	0.078	-0.19730364452904042	22.607142857142858	5697	1.6850816509621558	2547.8434562547795
chr5	127555001	127575000	chr5	127555001	127920000	365000	20000	13.126712328767123	97.0%	0.095	-0.1997432849418665	0.098	-0.1997432849418665	13.126712328767123	3833	1.5647119149772513	1827.5835166934294
chr11	94875001	94900000	chr11	94510001	94900000	390000	25000	14.030769230769232	97.0%	0.063	-0.2017952532440989	0.0655	-0.20179525324409892	14.03076923076923	5472	2.340086665556254	4563.168997834695
chr2	31395001	31415000	chr2	31395001	31735000	340000	20000	14.268382352941176	95.0%	0.0805	-0.2061945850997967	0.086	-0.20619458509979674	14.268382352941176	3881	1.3145504458970534	1430.2308851359942
chr19	38225001	38240000	chr19	38225001	38415000	190000	15000	18.614035087719294	97.0%	0.028	-0.2066280362629864	0.0315	-0.2066280362629864	18.614035087719298	2122	1.9459495133737352	665.5147335738175
chr2	47320001	47340000	chr2	47320001	47565000	245000	20000	24.448979591836736	95.0%	0.051	-0.2145040388233649	0.053	-0.21450403882336494	24.448979591836736	4792	1.4096230490644075	1105.1444704664955
chr5	157700001	157720000	chr5	157335001	157720000	385000	20000	13.178571428571429	95.0%	0.07	-0.2163370347847995	0.077	-0.2163370347847995	13.178571428571429	4059	1.9423207204669934	2392.939127615336
chr8	60585001	60610000	chr8	60410001	60610000	200000	25000	21.555	95.0%	0.0834999999999999	-0.2228338447973716	0.091	-0.2228338447973716	21.555	4311	1.490080877493029	1490.080877493029
chr8	37390001	37410000	chr8	37390001	37740000	350000	20000	14.35	97.0%	0.0705	-0.2251906453962403	0.075	-0.22519064539624037	14.35	4018	2.2326855209693144	2500.607783485632
chr9	95115001	95135000	chr9	94540001	95135000	595000	20000	9.205882352941176	95.0%	0.079	-0.2291466579147413	0.082	-0.2291466579147413	9.205882352941176	4382	3.76300657285924	7164.764514723993
chr2	20675001	20695000	chr2	20675001	21025000	350000	20000	15.507142857142858	96.0%	0.0755	-0.2310654130375399	0.0805	-0.23106541303753994	15.507142857142858	4342	1.8862255639914152	2112.572631670385
chr6	160440001	160455000	chr6	160085001	160455000	370000	15000	14.12162162162162	97.0%	0.03	-0.2316797158617381	0.033	-0.23167971586173816	14.121621621621621	3135	2.4736863843939	1647.4751320063374
chr1	156065001	156095000	chr1	156065001	156285000	220000	30000	19.738636363636363	96.0%	0.0365	-0.2359211690278892	0.038	-0.23592116902788926	19.738636363636363	5211	1.6974109292554342	2688.698911940608
chr5	121960001	121985000	chr5	121960001	122160000	200000	25000	21.18	96.0%	0.0834999999999999	-0.2439248857713512	0.089	-0.24392488577135127	21.18	4236	1.3786670805911643	1378.6670805911642
chr8	132050001	132070000	chr8	132050001	132270000	220000	20000	18.53409090909091	97.0%	0.0995	-0.2444957986498982	0.10500000000000001	-0.24449579864989826	18.53409090909091	3262	1.2414097817684406	873.9524863649822
chr6	12145001	12170000	chr6	12145001	12290000	145000	25000	26.910344827586208	97.0%	0.096	-0.2452939041027892	0.102	-0.2452939041027892	26.910344827586208	3902	1.2535902582362533	908.8529372212836
chr11	123220001	123245000	chr11	123120001	123245000	125000	25000	36.648	97.0%	0.036	-0.2518887420966506	0.039	-0.2518887420966506	36.648	4581	1.634456426751666	1021.5352667197913
chr11	117835001	117855000	chr11	117835001	118055000	220000	20000	21.630681818181817	98.0%	0.0285	-0.2520537809824805	0.0325	-0.2520537809824805	21.630681818181817	3807	2.300914516148716	1619.8438193686961
chr12	88145001	88170000	chr12	88145001	88590000	445000	25000	11.548314606741574	96.0%	0.091	-0.2529311194763045	0.099	-0.2529311194763045	11.548314606741574	5139	2.5156376656897654	5597.293806159728
chr1	201030001	201050000	chr1	200550001	201050000	500000	20000	10.2825	95.0%	0.099	-0.2554537534468781	0.1045	-0.25545375344687815	10.2825	4113	1.902552689064127	3044.084302502603
chr1	46730001	46750000	chr1	46730001	47095000	365000	20000	12.86986301369863	95.0%	0.056	-0.2576470634610275	0.059	-0.2576470634610275	12.86986301369863	3758	1.7716171805193808	2069.2488668466367
chr6	136955001	136980000	chr6	136955001	137100000	145000	25000	30.917241379310344	96.0%	0.039	-0.2619601217956362	0.041	-0.26196012179563627	30.917241379310344	4483	1.5474563853815009	1121.9058794015882
chr13	95815001	95835000	chr13	95500001	95835000	335000	20000	13.873134328358208	95.0%	0.065	-0.273924820115935	0.068	-0.27392482011593505	13.873134328358208	3718	2.1129898591673486	2265.1251290273976
chr4	41280001	41300000	chr4	41280001	41895000	615000	20000	9.71951219512195	96.0%	0.064	-0.2741343736602529	0.07	-0.27413437366025295	9.71951219512195	4782	2.8754981387821066	5658.980337123186
chr13	106075001	106095000	chr13	106075001	106535000	460000	20000	10.315217391304348	96.0%	0.061	-0.2759088061648644	0.066	-0.2759088061648644	10.315217391304348	3796	2.693836607151469	3965.3274857269625
chr8	11760001	11780000	chr8	11760001	12000000	240000	20000	19.703125	98.0%	0.0395	-0.2804155706962761	0.042499999999999996	-0.28041557069627615	19.703125	3783	2.234447749473921	1716.0558715959714
chr11	118175001	118205000	chr11	118175001	118510000	335000	30000	15.654228855721392	95.0%	0.085	-0.2813511161403629	0.091	-0.2813511161403629	15.654228855721392	6293	1.8793351852951456	4532.956466931892
chr20	22585001	22605000	chr20	22365001	22605000	240000	20000	17.885416666666668	96.0%	0.0525	-0.2854584617685912	0.05499999999999999	-0.28545846176859124	17.885416666666668	3434	2.0486708112133836	1573.3791830118785
chr1	153180001	153200000	chr1	152855001	153200000	345000	20000	14.021739130434783	96.0%	0.091	-0.2872437506728604	0.093	-0.28724375067286045	14.021739130434783	3870	2.8615789032939727	3159.183109236546
chr2	41760001	41790000	chr2	40540001	41790000	1250000	30000	7.692666666666667	95.0%	0.0955	-0.2895330570237739	0.1015	-0.2895330570237739	7.692666666666667	11539	3.009943830893321	27089.49447803989
chr12	122035001	122060000	chr12	122035001	122200000	165000	25000	24.472727272727276	95.0%	0.029	-0.2901146666122854	0.031	-0.2901146666122854	24.472727272727273	4038	1.5458129303953865	1275.2956675761939
chr4	87210001	87235000	chr4	87020001	87235000	215000	25000	19.906976744186046	96.0%	0.092	-0.2904313407898966	0.094	-0.2904313407898966	19.906976744186046	4280	1.2712733926272275	1366.6188970742696
chr3	132230001	132255000	chr3	132230001	132580000	350000	25000	14.38	95.0%	0.051	-0.2937682601375645	0.0525	-0.2937682601375645	14.38	5033	1.7250820772754887	3018.893635232105
chr17	27345001	27375000	chr17	27345001	27570000	225000	30000	17.859259259259257	95.0%	0.069	-0.2939291485789514	0.073	-0.2939291485789514	17.85925925925926	4822	1.5099471421668342	2446.1143703102716
chr10	100325001	100345000	chr10	100325001	100530000	205000	20000	22.152439024390244	96.0%	0.035	-0.2951084592344142	0.039	-0.2951084592344142	22.152439024390244	3633	2.1538312468329317	1412.9132979224032
chr1	85700001	85725000	chr1	85700001	85905000	205000	25000	21.15609756097561	98.0%	0.042	-0.2963614586919874	0.044	-0.29636145869198743	21.15609756097561	4337	1.7297739229542812	1773.0182710281383
chr12	6165001	6190000	chr12	6055001	6190000	135000	25000	30.07407407407408	97.0%	0.066	-0.3080185926071344	0.072	-0.30801859260713443	30.074074074074073	4060	1.5688649072786902	1058.9838124131159
chr11	118470001	118495000	chr11	118125001	118495000	370000	25000	15.32972972972973	95.0%	0.06	-0.3098643918167681	0.065	-0.30986439181676817	15.32972972972973	5672	2.1656263962214117	4006.408833009612
chr4	184265001	184295000	chr4	184265001	184695000	430000	30000	12.792635658914728	95.0%	0.0925	-0.3148490784657874	0.0975	-0.31484907846578747	12.792635658914728	6601	2.028280135751455	6279.5553002865045
chr15	64200001	64220000	chr15	64200001	64735000	535000	20000	10.14018691588785	95.0%	0.065	-0.3156011634243731	0.071	-0.3156011634243731	10.14018691588785	4340	3.0955173892170627	5299.525770339611
chr10	114765001	114790000	chr10	114580001	114790000	210000	25000	18.93809523809524	95.0%	0.063	-0.3163167004479497	0.065	-0.31631670044794974	18.938095238095237	3977	1.5656225751171384	1643.9037038729953
chr5	16925001	16945000	chr5	16925001	17190000	265000	20000	15.74056603773585	97.0%	0.073	-0.317735699154296	0.076	-0.31773569915429606	15.74056603773585	3337	1.799161189119738	1525.6886883735378
chr5	11170001	11190000	chr5	10635001	11190000	555000	20000	8.754504504504505	96.0%	0.094	-0.3216019321951933	0.097	-0.3216019321951933	8.754504504504505	3887	1.669148541588149	2964.407809860553
chr2	62755001	62775000	chr2	62505001	62775000	270000	20000	24.93055555555556	96.0%	0.0745	-0.3246071384051875	0.077	-0.3246071384051875	24.930555555555557	5385	2.1382878639804197	1847.4807144790827
chr12	725001	750000	chr12	575001	750000	175000	25000	25.98857142857143	95.0%	0.059	-0.3263551601784338	0.065	-0.3263551601784338	25.98857142857143	4548	1.5763245223552487	1379.2839570608426
chr11	32800001	32820000	chr11	32800001	33070000	270000	20000	16.194444444444443	96.0%	0.088	-0.3301402281176649	0.0945	-0.3301402281176649	16.194444444444443	3498	1.4728485053629607	1272.541108633598
chr11	96320001	96345000	chr11	96090001	96345000	255000	25000	20.635294117647057	95.0%	0.067	-0.3331972241324002	0.072	-0.33319722413240027	20.63529411764706	5262	2.0113323483350554	2564.4487441271954
chr2	226800001	226820000	chr2	225695001	226820000	1125000	20000	5.36	96.0%	0.052	-0.340551108612269	0.054	-0.34055110861226906	5.36	4824	3.551324412611668	12784.767885402005
chr16	83200001	83225000	chr16	82610001	83225000	615000	25000	8.25691056910569	95.0%	0.079	-0.3413456371365126	0.079	-0.34134563713651267	8.256910569105692	5078	3.23034136256699	9933.299689893494
chr12	79750001	79770000	chr12	79750001	80235000	485000	20000	11.927835051546392	96.0%	0.092	-0.3423797073722837	0.1	-0.3423797073722837	11.927835051546392	4628	1.6418195234077932	2548.103900328895
chr5	141875001	141900000	chr5	141690001	141900000	210000	25000	19.61904761904762	97.0%	0.048	-0.3434378674701206	0.051500000000000004	-0.3434378674701206	19.61904761904762	4120	1.9331397213199875	2029.7967073859868
chr12	6400001	6430000	chr12	6400001	6590000	190000	30000	23.850877192982452	97.0%	0.0765	-0.3440936636908275	0.08	-0.34409366369082756	23.850877192982455	5438	1.2972892317935019	1774.6916690935104
chr1	9285001	9305000	chr1	9285001	9490000	205000	20000	18.054878048780488	96.0%	0.06	-0.3465956644319699	0.065	-0.3465956644319699	18.054878048780488	2961	2.098985803097641	1376.9346868320526
chr6	56700001	56720000	chr6	56700001	56955000	255000	20000	17.41176470588235	96.0%	0.061	-0.3467133598464454	0.068	-0.34671335984644547	17.41176470588235	3552	1.6709861462043616	1363.524695302759
chr4	99390001	99410000	chr4	98145001	99410000	1265000	20000	4.567193675889328	96.0%	0.068	-0.3498386878269822	0.065	-0.3498386878269822	4.567193675889328	4622	2.3260179926680586	9415.720834320302
chr1	3905001	3930000	chr1	3905001	4095000	190000	25000	17.931578947368422	96.0%	0.0814999999999999	-0.3555490019418019	0.086	-0.35554900194180195	17.931578947368422	3407	0.9764859868405216	927.6616874984954
chr11	33155001	33170000	chr11	33155001	33365000	210000	15000	18.41269841269841	95.0%	0.045	-0.3569575865048687	0.0495	-0.3569575865048687	18.41269841269841	2320	1.6661290298703544	629.796773290994
chr6	34400001	34420000	chr6	34155001	34420000	265000	20000	16.537735849056602	95.0%	0.069	-0.3613260771609045	0.071	-0.3613260771609045	16.537735849056602	3506	1.5948609162475729	1352.4420569779418
chr5	1630001	1650000	chr5	1160001	1650000	490000	20000	7.72704081632653	95.0%	0.0695	-0.3698615898116669	0.071	-0.36986158981166695	7.7270408163265305	3029	1.6104503592163146	2525.1861632511814
chr4	1120001	1145000	chr4	1120001	1530000	410000	25000	11.74390243902439	96.0%	0.0715	-0.3800778807789759	0.0745	-0.3800778807789759	11.74390243902439	4815	1.334771378519314	2736.2813259645936
chr4	73840001	73865000	chr4	73665001	73865000	200000	25000	23.25	97.0%	0.0905	-0.3910202246309999	0.0975	-0.39102022463099995	23.25	4650	1.7289716083461804	1728.9716083461803
chr17	57840001	57860000	chr17	57840001	58120000	280000	20000	14.834821428571429	96.0%	0.0715	-0.3932725428333707	0.0775	-0.39327254283337076	14.834821428571429	3323	2.4095389762244435	2158.9469226971014
chr12	120970001	120990000	chr12	120610001	120990000	380000	20000	12.108552631578949	96.0%	0.0865	-0.3988981821364016	0.09	-0.39889818213640166	12.108552631578947	3681	1.8602449154839278	2262.0578172284563
chr5	20001	40000	chr5	20001	345000	325000	20000	13.35	95.0%	0.001	-0.4000159346164955	0.001	-0.40001593461649554	13.35	3471	1.1583051756543157	1204.6373826804884
chr4	68375001	68400000	chr4	68190001	68400000	210000	25000	21.633333333333333	95.0%	0.0455	-0.4009804115788457	0.05	-0.4009804115788457	21.633333333333333	4543	1.5887012570998236	1668.1363199548148
chr6	137850001	137875000	chr6	137720001	137875000	155000	25000	30.47096774193548	97.0%	0.033	-0.4019538154014739	0.035	-0.40195381540147396	30.470967741935485	4723	1.878980627349616	1456.2099861959523
chr9	69520001	69555000	chr9	69410001	69555000	145000	35000	30.7192118226601	96.0%	0.046	-0.4024755335861257	0.05	-0.40247553358612576	30.7192118226601	6236	2.1642937233438264	3075.461380871577
chr12	22085001	22120000	chr12	22085001	22460000	375000	35000	14.10095238095238	96.0%	0.084	-0.4054276268454336	0.092	-0.4054276268454336	14.10095238095238	7403	2.347238899698906	8626.102956393479
chrX	107755001	107780000	chrX	107630001	107780000	150000	25000	16.013333333333332	96.0%	0.0935	-0.4077682845841873	0.101	-0.4077682845841873	16.013333333333332	2402	2.2113565162415214	1658.517387181141
chr11	121315001	121330000	chr11	121315001	121545000	230000	15000	19.28985507246377	97.0%	0.089	-0.4096896397914727	0.095	-0.40968963979147277	19.28985507246377	2662	1.8149774544181831	751.4006661291278
chr4	186705001	186740000	chr4	186705001	186940000	235000	35000	19.30699088145897	96.0%	0.031	-0.4114507923259972	0.032	-0.4114507923259972	19.306990881458965	6352	1.784687987297199	4110.136434745449
chr5	59810001	59830000	chr5	59810001	60665000	855000	20000	6.631578947368421	96.0%	0.081	-0.4140200669570847	0.086	-0.4140200669570847	6.631578947368421	4536	2.3516724091588967	6434.175711458742
chr20	13105001	13125000	chr20	13105001	13320000	215000	20000	19.6453488372093	97.0%	0.051	-0.4183677043756783	0.053	-0.41836770437567833	19.6453488372093	3379	1.8636318472810889	1282.1787109293891
chr1	115440001	115465000	chr1	115135001	115465000	330000	25000	15.94848484848485	96.0%	0.0695	-0.4212922675424148	0.07450000000000001	-0.42129226754241483	15.94848484848485	5263	2.399867515973835	3959.7814013568277
chr19	10925001	10945000	chr19	10925001	11135000	210000	20000	16.666666666666668	95.0%	0.047	-0.4233489871487176	0.051000000000000004	-0.42334898714871766	16.666666666666668	2800	1.7600531049271917	1182.7556865110728
chr3	112625001	112645000	chr3	112625001	113070000	445000	20000	11.654494382022472	95.0%	0.097	-0.4271775735154843	0.099	-0.4271775735154843	11.654494382022472	4149	2.1733783880007524	3094.8908245130715
chr14	89035001	89055000	chr14	89035001	89245000	210000	20000	17.339285714285715	95.0%	0.071	-0.4364856394442302	0.077	-0.4364856394442302	17.339285714285715	2913	1.6177130669629356	1087.1031809990927
chr14	55075001	55095000	chr14	55075001	55270000	195000	20000	23.28205128205128	96.0%	0.041	-0.4367128824703783	0.045	-0.4367128824703783	23.28205128205128	3632	2.202750809489687	1374.5165051215645
chr3	51355001	51380000	chr3	50500001	51380000	880000	25000	6.407954545454546	96.0%	0.095	-0.4395754240234975	0.096	-0.43957542402349753	6.407954545454546	5639	2.215751773561548	9749.307803670812
chr12	7805001	7825000	chr12	7645001	7825000	180000	20000	18.291666666666668	97.0%	0.0805	-0.4472163528872345	0.087	-0.4472163528872345	18.291666666666668	2634	1.210190608379052	697.0697904263338
chr18	70420001	70440000	chr18	70095001	70440000	345000	20000	14.405797101449275	96.0%	0.046	-0.4475041923575834	0.049	-0.4475041923575834	14.405797101449275	3976	2.828373635558432	3122.524493656509
chr3	150520001	150540000	chr3	150520001	150795000	275000	20000	16.286363636363635	95.0%	0.09	-0.4575977067230653	0.096	-0.4575977067230653	16.286363636363635	3583	1.2697168313787843	1117.3508116133303
chr1	46855001	46875000	chr1	46855001	47180000	325000	20000	13.142307692307693	95.0%	0.079	-0.4660211036098386	0.084	-0.46602110360983867	13.142307692307693	3417	2.300985861125656	2393.0252955706824
chr6	51845001	51865000	chr6	51845001	52025000	180000	20000	24.88888888888889	98.0%	0.0335	-0.4739809722572338	0.036500000000000005	-0.47398097225723385	24.88888888888889	3584	1.9567406082295702	1127.0825903402324
chr9	94055001	94075000	chr9	94055001	94220000	165000	20000	26.49242424242424	97.0%	0.031	-0.4803179792844366	0.034	-0.4803179792844366	26.492424242424242	3497	2.7790455724205603	1467.3360622380558
chr10	38580001	38595000	chr10	38580001	39555000	975000	15000	4.32991452991453	95.0%	0.078	-0.4857279459061185	0.081	-0.48572794590611856	4.32991452991453	2533	1.4105462600136098	2475.5086863238853
chr2	141535001	141560000	chr2	140895001	141560000	665000	25000	7.983458646616542	95.0%	0.043	-0.4902955829176529	0.046	-0.4902955829176529	7.983458646616541	5309	2.0992307777308743	6979.9423359551565
chr3	128415001	128435000	chr3	128415001	128590000	175000	20000	20.85	96.0%	0.061	-0.4928403030069374	0.066	-0.4928403030069374	20.85	2919	1.2458086488902638	697.6528433785477
