chromosome1	x1	x2	chromosome2	y1	y2	color	APScoreAvg	ProbabilityofEnrichment	RegAPScoreAvg	Avg_diffMaxNeihgboor_1	Avg_diffMaxNeihgboor_2	avg	std	value
chr3	141300000	141305000	chr3	141560000	141565000	0,0,0	4.989591	1.0	3.020265	1.5592958	2.1733387	3.4023418	0.9141736	4.7883825
chr3	51390000	51395000	chr3	51680000	51685000	0,0,0	5.5288835	1.0	2.6966171	1.5431058	2.9367363	3.2612925	0.89706635	4.632942
chr3	30040000	30045000	chr3	30745000	30750000	0,0,0	8.260952	0.99999857	4.204245	6.193368	7.2216873	7.9424734	2.9110625	13.44769
chr3	167925000	167930000	chr3	168040000	168045000	0,0,0	8.26374	0.9998504	3.6412835	3.5204296	5.9385247	5.6792603	1.9436129	8.808531
chr3	78655000	78660000	chr3	79360000	79365000	0,0,0	10.711626	1.0	3.3208652	5.701005	6.6338162	3.7298002	2.1968274	8.79736
chr3	132730000	132735000	chr3	133035000	133040000	0,0,0	4.4324865	1.0	2.1543753	1.9170778	2.310003	2.366044	0.8131298	4.070113
chr3	194685000	194690000	chr3	195105000	195110000	0,0,0	8.329352	0.99998397	3.6742294	5.8292146	6.7280807	5.860739	3.160101	11.042263
chr3	149965000	149970000	chr3	150180000	150185000	0,0,0	5.276026	0.9991236	2.4107192	3.4723608	4.23803	3.95384	1.5304604	7.040383
chr3	30010000	30015000	chr3	30750000	30755000	0,0,0	7.0931444	0.99999744	3.6098435	5.605626	7.0690956	7.882787	2.2984335	12.865566
chr3	150925000	150930000	chr3	151140000	151145000	0,0,0	5.0973425	0.99755156	2.2424283	2.8786926	3.8227043	3.4540865	1.583911	6.0129247
chr3	15105000	15110000	chr3	15405000	15410000	0,0,0	6.5544505	0.99875456	2.6679616	3.6779664	4.358262	3.4196393	1.3117633	6.688943
chr3	15815000	15820000	chr3	16245000	16250000	0,0,0	7.1701035	1.0	3.341544	2.658193	3.3295875	3.2210057	1.0322986	5.5838437
chr3	42460000	42465000	chr3	42535000	42540000	0,0,0	4.9785867	1.0	2.2560592	2.133701	2.240607	1.9742417	0.76367927	3.8708649
chr3	87295000	87300000	chr3	87500000	87505000	0,0,0	6.2935324	0.9993942	3.3018837	2.6094706	4.1987667	5.0902104	1.3814551	7.40974
chr3	64030000	64035000	chr3	64165000	64170000	0,0,0	6.788949	1.0	2.4177518	3.4626074	4.6073375	3.2226744	1.2709028	6.3005476
chr3	172490000	172495000	chr3	172665000	172670000	0,0,0	5.967945	0.9987558	2.7089486	2.4852505	4.4656305	4.480861	1.5826577	6.689973
chr3	132250000	132255000	chr3	132395000	132400000	0,0,0	7.2124577	0.99955374	2.9897647	3.889509	5.113359	4.2581286	1.5592016	7.7154703
chr3	24770000	24775000	chr3	25595000	25600000	0,0,0	8.8801985	0.9999137	3.9404402	4.4462585	5.910812	5.406092	2.2096117	9.358322
chr3	177195000	177200000	chr3	177360000	177365000	0,0,0	5.7806616	0.99894696	2.622292	2.8542514	4.4265113	4.31967	1.4554329	6.8567824
chr3	132725000	132730000	chr3	133420000	133425000	0,0,0	9.051494	0.99997455	3.84468	4.4286237	7.295391	6.643677	2.1843092	10.580232
chr3	24960000	24965000	chr3	25590000	25595000	0,0,0	4.325298	0.9971364	2.7342792	1.7175939	2.5071087	4.32954	1.2928274	5.85629
chr3	32730000	32735000	chr3	32930000	32935000	0,0,0	8.358903	0.99987954	3.605824	4.1578026	5.9395666	5.329142	2.4365087	9.024966
chr3	41890000	41895000	chr3	42095000	42100000	0,0,0	11.325006	1.0	5.564856	3.4678793	5.1093974	5.5284214	2.846378	8.610981
chr3	196255000	196260000	chr3	196515000	196520000	0,0,0	10.131766	0.99999887	4.6217976	5.7852006	8.731357	8.537093	3.671012	13.679493
chr3	59215000	59220000	chr3	59855000	59860000	0,0,0	4.9740553	0.99353117	2.4200957	1.9520216	3.0684872	3.3061543	1.086823	5.0412846
chr3	142125000	142130000	chr3	142270000	142275000	0,0,0	4.5011277	0.9962047	2.1658924	2.6564057	3.1907785	3.2133183	1.2845976	5.574568
chr3	151290000	151295000	chr3	151835000	151840000	0,0,0	7.6464243	0.99988806	2.4382415	5.292979	7.0365605	4.3935146	1.8319569	9.098385
chr3	108660000	108665000	chr3	108915000	108920000	0,0,0	7.9895306	0.99995255	2.9222476	4.9790835	7.378174	5.531473	2.5717068	9.957325
chr3	113045000	113050000	chr3	113625000	113630000	0,0,0	7.539195	0.9999381	2.7058663	5.470895	6.9715853	4.827458	2.2838693	9.690475
chr3	66275000	66280000	chr3	66815000	66820000	0,0,0	11.621493	0.9999986	5.545167	5.2366757	8.398074	8.829865	2.9011786	13.484689
chr3	27355000	27360000	chr3	27680000	27685000	0,0,0	4.587168	0.99636686	2.4093504	2.168009	3.0836966	3.6911142	1.039048	5.618233
chr3	70530000	70535000	chr3	71585000	71590000	0,0,0	4.851603	0.9993565	2.184454	3.7149572	4.455466	4.047182	1.4182512	7.349366
chr3	129490000	129495000	chr3	129935000	129940000	0,0,0	8.897478	0.9999652	2.7052917	6.502288	7.912196	4.486089	2.380461	10.265901
chr3	184870000	184875000	chr3	185175000	185180000	0,0,0	5.458005	0.999853	2.4722106	3.9887483	5.5499754	5.2806883	2.07811	8.826242
chr3	15265000	15270000	chr3	15375000	15380000	0,0,0	7.867884	0.9999875	2.7617955	6.6936183	8.10231	5.340838	3.0163276	11.290721
chr3	118880000	118885000	chr3	119095000	119100000	0,0,0	12.985785	0.99999946	5.1082425	6.9015036	10.230557	8.299277	3.1927059	14.433948
chr3	112135000	112140000	chr3	112515000	112520000	0,0,0	9.459341	0.99994403	3.4833324	5.8656745	6.732557	4.5775666	2.3117917	9.791499
chr3	56700000	56705000	chr3	56990000	56995000	0,0,0	14.41339	0.99999994	5.571042	7.873246	12.412417	10.057308	4.765009	17.05575
chr3	149965000	149970000	chr3	150225000	150230000	0,0,0	5.325144	0.9991124	2.4730108	3.4593904	4.1516166	3.9527273	1.5673457	7.027741
chr3	149350000	149355000	chr3	149480000	149485000	0,0,0	6.9596996	0.9992693	4.0759554	2.148478	3.6016014	5.312506	1.7389958	7.222265
chr3	150235000	150240000	chr3	150495000	150500000	0,0,0	6.311574	0.9997867	3.4468355	3.3953495	4.2976484	5.4355803	1.2826478	8.453669
chr3	58185000	58190000	chr3	58295000	58300000	0,0,0	9.62426	1.0	3.8205857	3.7382526	5.770612	4.7852783	2.001807	8.10817
chr3	32170000	32175000	chr3	32665000	32670000	0,0,0	6.973914	1.0	3.2779527	2.8193026	3.2990184	3.1802218	1.5655918	5.6862683
chr3	134305000	134310000	chr3	134475000	134480000	0,0,0	17.560577	1.0	5.6712184	9.908725	13.595045	8.726624	3.828281	17.53438
chr3	32510000	32515000	chr3	32665000	32670000	0,0,0	8.5288725	1.0	4.2598963	2.9732354	4.202457	4.6313977	1.8939685	7.2742734
chr3	186255000	186260000	chr3	186540000	186545000	0,0,0	5.1783643	0.99812394	2.4892092	2.6892219	3.7504447	3.8887994	1.5845784	6.279219
chr3	113495000	113500000	chr3	113575000	113580000	0,0,0	6.48695	0.9990908	3.2013717	2.4705474	4.307359	4.8076153	1.3429972	7.0036573
chr3	124355000	124360000	chr3	124540000	124545000	0,0,0	7.0198154	1.0	3.3495286	2.8543446	2.8849666	2.7411573	1.3753469	5.2783527
chr3	182250000	182255000	chr3	182675000	182680000	0,0,0	4.432264	0.9905019	2.415004	2.185252	2.2192657	2.7147002	1.0537163	4.6571465
chr3	51095000	51100000	chr3	51370000	51375000	0,0,0	11.13565	1.0	4.174853	5.3285437	8.147626	6.3332825	2.7142982	11.069766
chr3	86775000	86780000	chr3	87080000	87085000	0,0,0	8.003475	0.99994504	2.9426131	5.7503977	6.817357	4.6986117	2.6556811	9.810077
chr3	152475000	152480000	chr3	152950000	152955000	0,0,0	5.229636	1.0	2.516744	2.009349	2.2010007	2.1688387	0.99791765	3.9549267
chr3	69690000	69695000	chr3	69910000	69915000	0,0,0	3.9130938	1.0	2.0814533	1.6942962	1.8741693	2.2147834	0.7902648	3.7208245
chr3	30775000	30780000	chr3	31130000	31135000	0,0,0	5.842822	1.0	3.1079123	1.6617234	2.879994	3.5967174	0.9418259	5.073805
chr3	47520000	47525000	chr3	47785000	47790000	0,0,0	12.661667	0.9999987	5.2717857	6.127963	9.286414	8.095904	3.3504975	13.542982
chr3	112640000	112645000	chr3	112975000	112980000	0,0,0	6.513232	0.9999218	2.6260192	4.569556	6.534309	5.3953567	2.1957552	9.457185
chr3	30770000	30775000	chr3	31765000	31770000	0,0,0	7.113145	0.99973917	3.7434206	2.95119	4.6329327	5.6291876	2.1287148	8.252468
chr3	146220000	146225000	chr3	146575000	146580000	0,0,0	7.324699	0.99996555	3.4163537	4.647663	6.244978	6.1464767	2.8645544	10.277733
chr3	17430000	17435000	chr3	17840000	17845000	0,0,0	8.913823	0.999982	3.6056304	5.1138697	7.608322	6.3791914	2.939301	10.924854
chr3	193040000	193045000	chr3	193570000	193575000	0,0,0	4.8197236	0.9939519	2.2270846	2.3750315	3.1062365	2.9974043	0.9920872	5.1085434
chr3	185980000	185985000	chr3	186240000	186245000	0,0,0	11.95501	0.999999	3.9347925	8.697342	10.140663	6.091707	2.8810427	13.822679
chr3	191420000	191425000	chr3	192445000	192450000	0,0,0	6.585718	0.9997423	3.023579	3.7913532	5.0891953	4.8946743	1.8732178	8.264767
chr3	45940000	45945000	chr3	46075000	46080000	0,0,0	12.072048	1.0	5.1708913	3.7950869	6.780929	6.3424745	2.0353389	9.715885
chr3	137100000	137105000	chr3	137685000	137690000	0,0,0	4.7506566	0.9956047	2.4764063	2.6532092	2.733408	3.0693789	1.4789624	5.427787
chr3	42245000	42250000	chr3	42545000	42550000	0,0,0	10.042565	1.0	4.85646	4.3425336	5.891027	6.131728	2.4824255	9.991758
chr3	185980000	185985000	chr3	186275000	186280000	0,0,0	9.305456	0.9999725	4.410044	4.58348	6.3425555	6.42981	2.311258	10.504014
chr3	72850000	72855000	chr3	73055000	73060000	0,0,0	6.859006	1.0	2.8018863	2.6906824	4.0992327	3.499257	1.1121949	5.890975
chr3	142585000	142590000	chr3	142835000	142840000	0,0,0	5.359827	0.99710345	2.135272	3.3424563	3.8230636	2.8737688	1.2725687	5.844841
chr3	40580000	40585000	chr3	41880000	41885000	0,0,0	12.570765	0.99999994	4.7859755	9.539811	11.899971	8.747862	3.5559416	17.227694
chr3	30040000	30045000	chr3	30690000	30695000	0,0,0	5.46191	0.99987155	2.3700256	5.726388	7.2958393	6.395476	2.7565732	11.485599
chr3	113835000	113840000	chr3	113910000	113915000	0,0,0	6.6534543	1.0	3.1178794	2.699314	3.886068	3.9064646	1.4402153	6.305855
chr3	42115000	42120000	chr3	42190000	42195000	0,0,0	7.103686	1.0	3.5464392	2.4464488	4.0731425	4.594431	1.2973577	6.7690525
chr3	27130000	27135000	chr3	27680000	27685000	0,0,0	6.733599	1.0	3.4317698	1.9280645	2.5570624	2.881851	1.3038497	4.595686
chr3	159885000	159890000	chr3	160000000	160005000	0,0,0	9.9899	1.0	3.81026	5.4464674	6.5277953	4.7299304	2.1327157	9.571235
chr3	3200000	3205000	chr3	4285000	4290000	0,0,0	20.174898	1.0	9.197049	7.961772	11.538051	11.175944	4.743187	18.253075
chr3	183185000	183190000	chr3	183380000	183385000	0,0,0	10.303481	0.99999994	4.068698	7.443695	11.794444	9.794211	3.4074054	16.41083
chr3	48270000	48275000	chr3	48435000	48440000	0,0,0	7.5234404	0.999899	2.7005022	4.82092	6.8065805	4.9166117	2.0292032	9.201874
chr3	49170000	49175000	chr3	49445000	49450000	0,0,0	7.6787157	0.9998872	2.611071	5.9464793	6.401229	3.8051863	2.393715	9.090945
chr3	53375000	53380000	chr3	53710000	53715000	0,0,0	9.031858	0.9999932	3.6366956	5.0416126	8.585396	7.4177756	2.573892	11.899209
chr3	104585000	104590000	chr3	105370000	105375000	0,0,0	5.6948853	0.99743384	2.5624774	3.4094477	3.4226334	2.935338	1.8473836	5.965958
chr3	111715000	111720000	chr3	111965000	111970000	0,0,0	11.92908	0.9999999	4.71824	7.883731	11.217762	9.042779	3.4696188	16.050539
chr3	43545000	43550000	chr3	43745000	43750000	0,0,0	5.179584	1.0	3.0625231	1.5759902	2.2368286	3.3354442	0.8222813	4.7363243
chr3	8440000	8445000	chr3	8620000	8625000	0,0,0	13.072256	1.0	5.071166	5.96986	8.187273	6.37554	2.8013425	11.682081
chr3	195650000	195655000	chr3	195850000	195855000	0,0,0	5.690052	0.9996159	2.3362484	4.582717	4.9524803	3.7919927	1.866346	7.865519
chr3	189960000	189965000	chr3	190420000	190425000	0,0,0	7.1010785	1.0	2.5495555	3.7973824	4.7054048	3.218731	1.4855222	6.594182
chr3	171185000	171190000	chr3	171565000	171570000	0,0,0	11.385441	0.99999887	3.5549822	8.290543	10.580298	6.3336	3.1370115	13.702971
chr3	192810000	192815000	chr3	193040000	193045000	0,0,0	12.913306	0.9999991	5.817165	5.00128	9.471611	9.49789	2.7457376	13.943473
chr3	138410000	138415000	chr3	138920000	138925000	0,0,0	7.3071265	0.99974585	2.6704838	4.990336	5.7124896	3.842466	1.9834183	8.27832
chr3	38525000	38530000	chr3	38655000	38660000	0,0,0	7.3552675	1.0	3.6565182	2.9270973	4.0969152	4.474897	2.0138474	7.0767617
chr3	71870000	71875000	chr3	72830000	72835000	0,0,0	4.672183	0.9985843	2.4689589	2.5751228	3.546522	4.2717786	1.4952279	6.560776
chr3	182710000	182715000	chr3	182840000	182845000	0,0,0	5.3449855	1.0	2.557177	2.085511	2.8265254	2.8940272	0.9408889	4.747815
chr3	192820000	192825000	chr3	192910000	192915000	0,0,0	5.6097846	1.0	3.0401351	1.8605595	2.5682764	3.2342806	0.80510867	4.888111
chr3	140895000	140900000	chr3	141190000	141195000	0,0,0	8.685459	1.0	3.7211857	3.610653	4.4945135	3.8447123	1.4735221	7.054181
chr3	135915000	135920000	chr3	136040000	136045000	0,0,0	4.68881	1.0	2.7274048	1.3735983	1.3979379	1.968553	0.58748204	3.1895292
chr3	141010000	141015000	chr3	141185000	141190000	0,0,0	7.5469403	1.0	3.190678	4.1811495	4.585545	3.6856253	1.7532376	7.4022026
chr3	150785000	150790000	chr3	151145000	151150000	0,0,0	4.740039	1.0	2.5858903	1.3157899	2.6148162	3.4392724	0.6259495	4.6088634
chr3	16045000	16050000	chr3	16175000	16180000	0,0,0	11.11899	0.99999774	3.9495287	7.4874697	9.354386	6.3452034	2.5624702	13.000732
chr3	12130000	12135000	chr3	12480000	12485000	0,0,0	10.3910475	0.9999977	4.4823275	6.2289968	8.413555	7.43795	3.2587264	12.974836
chr3	124990000	124995000	chr3	125435000	125440000	0,0,0	6.010702	0.99985534	2.844536	3.790886	5.382113	5.472456	1.7811235	8.842133
chr3	195635000	195640000	chr3	195950000	195955000	0,0,0	30.267725	1.0	5.134241	27.107882	29.990593	9.465553	9.745113	33.561447
chr3	192815000	192820000	chr3	193570000	193575000	0,0,0	9.9285965	1.0	4.42817	3.903598	5.1699324	4.757431	1.9532424	8.227296
chr3	158915000	158920000	chr3	159255000	159260000	0,0,0	6.6953154	0.9998696	3.8073916	2.4725285	4.792888	6.748046	1.4249053	8.945849
chr3	134790000	134795000	chr3	135500000	135505000	0,0,0	8.069511	0.9997421	3.2813962	4.4419026	5.440517	4.3153424	1.7738938	8.2637005
chr3	194140000	194145000	chr3	194310000	194315000	0,0,0	8.535263	1.0	3.9084742	3.6746383	4.0311933	3.66225	1.525794	6.9285955
chr3	13090000	13095000	chr3	13450000	13455000	0,0,0	6.766578	1.0	3.3210773	3.1758852	3.7455523	3.8805983	2.229074	6.703607
chr3	122100000	122105000	chr3	122255000	122260000	0,0,0	6.2886434	0.9988992	2.821123	3.1985357	4.2700377	3.9693277	1.4354875	6.812471
chr3	18560000	18565000	chr3	18755000	18760000	0,0,0	4.1594973	0.994247	2.1224818	1.8551269	3.0197587	3.5095654	1.4249285	5.158567
chr3	99020000	99025000	chr3	99750000	99755000	0,0,0	5.88351	0.99796015	3.315163	1.8549801	3.298363	4.546639	1.1745608	6.19551
chr3	127690000	127695000	chr3	127965000	127970000	0,0,0	5.173961	0.99963546	2.4696496	3.4199762	4.7562714	4.8777304	1.7136697	7.917709
chr3	116770000	116775000	chr3	117520000	117525000	0,0,0	6.79431	1.0	3.2583313	2.281889	3.951239	4.23375	1.3399808	6.2620955
chr3	156540000	156545000	chr3	157080000	157085000	0,0,0	4.1746073	0.997643	2.0763867	2.9903245	3.2569027	3.392929	1.4867592	6.0509953
chr3	10415000	10420000	chr3	10735000	10740000	0,0,0	4.155543	0.9958884	2.102558	2.4774833	3.0026445	3.2923124	1.3425231	5.4945197
chr3	23995000	24000000	chr3	24680000	24685000	0,0,0	7.3133383	0.9994673	3.581635	2.8921123	4.564179	4.967646	1.6426356	7.538413
chr3	182260000	182265000	chr3	182615000	182620000	0,0,0	5.3288693	0.9976613	2.7922018	2.3373194	3.337778	3.9811575	1.1715128	6.058775
chr3	25645000	25650000	chr3	25855000	25860000	0,0,0	5.5821533	0.99731153	2.7640467	2.4317205	3.4534624	3.7578769	1.2084188	5.919406
chr3	138475000	138480000	chr3	138915000	138920000	0,0,0	4.731724	0.99878895	2.1475415	3.6503384	3.9067135	3.4722266	1.3145714	6.716972
chr3	128095000	128100000	chr3	128580000	128585000	0,0,0	6.087166	0.9994369	2.5171158	3.4158902	5.149241	4.446498	1.4197695	7.4828444
chr3	159615000	159620000	chr3	159800000	159805000	0,0,0	11.516687	0.9999938	4.665787	6.111312	8.095126	6.5645185	2.7384787	11.996796
chr3	52000000	52005000	chr3	52140000	52145000	0,0,0	14.461206	1.0	5.7553606	5.8954763	8.838178	7.2891674	2.972978	12.529591
chr3	43540000	43545000	chr3	44195000	44200000	0,0,0	9.989582	0.99999547	3.4496124	6.7986317	9.190201	6.264009	3.282527	12.307238
chr3	107235000	107240000	chr3	107740000	107745000	0,0,0	5.1369514	1.0	2.4546354	2.096434	3.1043563	3.2262096	1.1438935	5.089707
chr3	141000000	141005000	chr3	141105000	141110000	0,0,0	4.076038	1.0	2.5127418	1.1571125	1.6165371	2.6343968	0.6393025	3.6629412
chr3	16600000	16605000	chr3	17230000	17235000	0,0,0	14.188593	1.0	5.6283154	8.798751	11.965107	9.53825	4.237913	17.359362
chr3	157615000	157620000	chr3	158430000	158435000	0,0,0	6.2965107	0.9999264	2.9048855	4.63443	5.6933846	5.398318	1.6383629	9.517811
chr3	24265000	24270000	chr3	24680000	24685000	0,0,0	6.040223	0.99981403	2.8361166	3.6270304	5.306947	5.3667855	1.7017523	8.590813
chr3	146065000	146070000	chr3	146185000	146190000	0,0,0	8.889097	1.0	3.015693	5.006725	6.1737814	3.9543238	1.7458799	8.404745
chr3	186850000	186855000	chr3	187160000	187165000	0,0,0	7.43844	0.99989116	3.1593971	4.149153	6.128675	5.438301	2.038644	9.126437
chr3	98815000	98820000	chr3	98995000	99000000	0,0,0	9.959626	1.0	4.1470904	3.964966	6.4846144	5.7608004	2.424416	9.285214
chr3	37855000	37860000	chr3	37965000	37970000	0,0,0	10.387524	1.0	4.4033694	4.9181156	6.5555296	5.6429753	2.385532	10.014634
chr3	13655000	13660000	chr3	13885000	13890000	0,0,0	19.232044	1.0	4.647259	11.283029	13.988446	6.536915	3.999852	16.566273
chr3	139425000	139430000	chr3	139560000	139565000	0,0,0	8.898065	0.9999109	3.6266553	4.099442	6.583378	5.682482	2.0140579	9.32643
chr3	27710000	27715000	chr3	28285000	28290000	0,0,0	6.5760646	0.9998909	2.9046688	4.5007377	5.709034	5.1235557	1.8672154	9.124211
chr3	69440000	69445000	chr3	69670000	69675000	0,0,0	4.8158345	1.0	2.9703023	1.7029308	1.9327481	3.1360657	0.80974495	4.6497817
chr3	120240000	120245000	chr3	120415000	120420000	0,0,0	11.558126	0.99999183	4.416456	6.3175707	8.151511	6.099363	2.640737	11.714981
chr3	126130000	126135000	chr3	126390000	126395000	0,0,0	7.525894	0.99962467	3.203982	4.4088097	4.8739862	3.9695995	2.2845113	7.8885417
chr3	113300000	113305000	chr3	113620000	113625000	0,0,0	4.2590675	0.9892915	2.3343136	2.0222585	2.1926854	2.7396235	0.90675014	4.5371866
chr3	50615000	50620000	chr3	51370000	51375000	0,0,0	13.990865	1.0	4.514584	8.511453	10.022632	5.925908	3.0223658	13.491644
chr3	138935000	138940000	chr3	139330000	139335000	0,0,0	15.223048	1.0	4.083707	9.375029	11.262855	5.6172404	3.448938	13.950599
chr3	197255000	197260000	chr3	197500000	197505000	0,0,0	6.5082836	0.9999766	2.9798064	5.256687	6.4040966	5.9900165	2.2772098	10.662627
chr3	69160000	69165000	chr3	69670000	69675000	0,0,0	7.5242624	1.0	3.2044947	3.7650356	4.4371495	3.6982486	1.5078773	7.0449467
chr3	132535000	132540000	chr3	132640000	132645000	0,0,0	7.4972486	0.99963325	3.1253598	3.608292	5.40459	4.7043667	1.3706797	7.9117384
chr3	130275000	130280000	chr3	130535000	130540000	0,0,0	7.461943	0.9999866	3.2647882	5.0548744	7.3356113	6.7292376	2.4005632	11.22246
chr3	50115000	50120000	chr3	50225000	50230000	0,0,0	4.531955	1.0	2.6717527	1.3573008	1.9365833	2.8712149	1.0671915	4.0777044
chr3	187315000	187320000	chr3	187680000	187685000	0,0,0	11.008527	0.9999987	5.091296	5.477235	8.651283	8.692937	3.2233267	13.56159
chr3	45035000	45040000	chr3	45495000	45500000	0,0,0	9.29866	1.0	3.9377515	3.3939457	6.2314196	5.784464	1.8457592	8.801305
chr3	58320000	58325000	chr3	58415000	58420000	0,0,0	5.877966	1.0	2.4505193	2.9301586	3.3496656	2.6799839	1.0571107	5.2845693
chr3	156155000	156160000	chr3	156455000	156460000	0,0,0	4.5153465	0.99814916	2.0495234	3.496033	3.621474	3.185191	1.6366844	6.2927756
chr3	62625000	62630000	chr3	63230000	63235000	0,0,0	5.7556014	0.99998784	2.9118826	4.269844	6.6019754	7.521844	2.0149999	11.31726
chr3	57970000	57975000	chr3	58165000	58170000	0,0,0	3.925777	0.9852441	2.1199424	1.2620058	2.3996048	3.0947678	0.78367937	4.216551
chr3	19345000	19350000	chr3	19865000	19870000	0,0,0	10.116801	0.99996966	3.7519805	5.0691724	7.692324	5.897617	2.1776454	10.403548
chr3	150720000	150725000	chr3	150860000	150865000	0,0,0	8.610278	1.0	3.3563058	4.1539574	6.066982	4.849306	2.3829257	8.541713
chr3	113735000	113740000	chr3	113910000	113915000	0,0,0	5.7452307	1.0	2.410866	2.430094	3.4362361	2.969087	0.90819645	5.1291704
chr3	43160000	43165000	chr3	43375000	43380000	0,0,0	5.9618497	0.99896556	2.5382857	3.364933	4.4858427	3.883569	1.2442999	6.8746204
chr3	126245000	126250000	chr3	126390000	126395000	0,0,0	4.467014	0.98985004	2.3371341	2.2774553	2.2814019	2.566357	1.2599705	4.5907617
chr3	102230000	102235000	chr3	102535000	102540000	0,0,0	10.245437	0.99999034	5.0648446	3.5067084	7.3715	8.432261	2.2333872	11.5493355
chr3	142580000	142585000	chr3	142995000	143000000	0,0,0	10.81569	0.9999911	3.7715282	6.5160074	8.582296	5.843025	2.9412904	11.635032
chr3	182715000	182720000	chr3	183100000	183105000	0,0,0	6.7538033	1.0	2.768938	3.1593623	3.6589346	2.8740716	1.3251361	5.6823936
chr3	33635000	33640000	chr3	33775000	33780000	0,0,0	5.262537	1.0	2.3319001	2.188278	3.0730925	2.8440385	0.98874253	4.7891746
chr3	105680000	105685000	chr3	106610000	106615000	0,0,0	7.0944734	0.99976045	3.731834	3.6046872	4.372362	5.133338	2.3400333	8.337504
chr3	193460000	193465000	chr3	193570000	193575000	0,0,0	6.105078	1.0	2.6475618	2.77873	3.460265	3.0104594	1.1450355	5.4804416
chr3	117015000	117020000	chr3	117720000	117725000	0,0,0	3.9837127	0.98891985	2.058803	1.7167441	2.5414078	2.9770727	1.1135062	4.5030675
chr3	179925000	179930000	chr3	180590000	180595000	0,0,0	5.934866	0.99935424	2.138199	4.617686	5.0338645	3.2412834	1.9149486	7.3458934
chr3	149390000	149395000	chr3	149480000	149485000	0,0,0	7.1655197	0.99945885	3.2482839	3.2699096	4.790711	4.61598	1.5634717	7.5225663
chr3	14855000	14860000	chr3	14915000	14920000	0,0,0	4.9448915	0.9981314	2.2517343	2.6059349	4.043994	3.9668307	1.2923359	6.2832174
chr3	69160000	69165000	chr3	69425000	69430000	0,0,0	6.0364223	1.0	3.0025792	2.486312	3.3176546	3.5977046	1.483993	5.8077593
chr3	196020000	196025000	chr3	196195000	196200000	0,0,0	6.6416235	0.99938434	3.5857275	2.1374395	4.246703	5.4936123	1.5055995	7.393558
chr3	50435000	50440000	chr3	50540000	50545000	0,0,0	5.863183	0.99725235	2.3966641	2.829714	4.033384	3.38231	1.2254956	5.897611
chr3	193780000	193785000	chr3	194135000	194140000	0,0,0	8.199657	0.99999475	2.9906776	6.1721334	8.983552	6.673182	3.1204722	12.159523
chr3	188035000	188040000	chr3	188745000	188750000	0,0,0	5.198704	0.99660105	2.0863667	2.8519483	3.8918288	3.149806	1.122483	5.684871
chr3	132035000	132040000	chr3	132180000	132185000	0,0,0	5.3104186	1.0	2.4572527	1.7311084	2.8640795	2.903946	0.78985286	4.442709
chr3	50125000	50130000	chr3	50185000	50190000	0,0,0	5.8766036	0.9983735	2.7491837	3.0867422	3.7967243	3.678213	1.6343688	6.4219832
chr3	41895000	41900000	chr3	42225000	42230000	0,0,0	6.200186	1.0	3.69187	1.0994437	1.8240807	2.7780385	0.72462237	3.7553217
chr3	71950000	71955000	chr3	72820000	72825000	0,0,0	4.4478245	0.99960625	2.4040086	3.1922448	4.033267	5.0030107	1.5496923	7.8405614
chr3	99115000	99120000	chr3	99750000	99755000	0,0,0	3.988253	0.9880957	2.1687355	1.7180134	2.2998219	2.9041905	0.9834638	4.4313135
chr3	188955000	188960000	chr3	189230000	189235000	0,0,0	7.699978	1.0	3.1492698	2.540779	3.2763991	2.6652715	1.1093946	4.923742
chr3	4710000	4715000	chr3	5055000	5060000	0,0,0	14.621028	1.0	4.836139	12.904825	15.33344	9.363231	4.6264896	20.834187
chr3	192465000	192470000	chr3	192800000	192805000	0,0,0	11.511369	1.0	3.9507298	4.650817	6.2876816	4.2587514	1.7991952	8.392811
chr3	160640000	160645000	chr3	160940000	160945000	0,0,0	4.0716887	0.9895677	2.1001966	1.9206469	2.492081	2.8560805	0.9996358	4.5633225
chr3	24000000	24005000	chr3	24635000	24640000	0,0,0	5.668416	0.9985369	2.2848608	3.4816263	4.3475957	3.4331026	1.653757	6.527881
chr3	17645000	17650000	chr3	17840000	17845000	0,0,0	4.6197906	1.0	2.25619	1.9426336	2.639624	2.7901983	1.2770035	4.516984
chr3	58315000	58320000	chr3	58530000	58535000	0,0,0	6.4607844	1.0	2.9369695	2.4952857	3.3778615	3.209611	1.2859958	5.427643
chr3	196610000	196615000	chr3	196685000	196690000	0,0,0	6.004258	0.9988204	3.0576475	2.1317804	4.104887	4.8483834	1.8750124	6.743299
chr3	150285000	150290000	chr3	150495000	150500000	0,0,0	5.52084	0.99968433	2.887074	3.1728587	4.422715	5.241269	1.8182944	8.061587
chr3	67380000	67385000	chr3	67790000	67795000	0,0,0	5.79766	0.9996843	2.2385447	4.805972	5.3294973	3.7894108	1.7630513	8.061386
chr3	58005000	58010000	chr3	58175000	58180000	0,0,0	7.115616	0.9998138	2.2505429	5.0875783	6.6325555	4.0673056	2.33759	8.589598
chr3	96860000	96865000	chr3	97660000	97665000	0,0,0	7.655489	0.99999976	3.0844414	7.396553	10.512466	8.657182	3.3643792	15.231895
chr3	159820000	159825000	chr3	160005000	160010000	0,0,0	5.3719435	1.0	2.6837	1.6571577	2.8307247	3.2069216	0.96184194	4.6799507
